"STATISTIC","Statistic Label","TLIST(A1)","Census Year","C03974V04732","Reason for Vacancy","C04104V04868","County and City","UNIT","VALUE"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","127"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","136"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","328"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","170","For Sale","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","43"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","IE0","State","Number","6617"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","69"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number",""
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","3"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","14"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","9"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","52"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","125"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-148d-13a3-e055-000000000001","Laois","Number","97"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1490-13a3-e055-000000000001","Longford","Number","187"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1491-13a3-e055-000000000001","Louth","Number","46"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1494-13a3-e055-000000000001","Meath","Number","128"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","111"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","104"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","119"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","37"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","398"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","718"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","454"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","295"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","297"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","97"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","7"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","663"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","255"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","796"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","355"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","340"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","287"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","344"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","180","Farmhouse","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","210"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","IE0","State","Number","824"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","4"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","32"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","10"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","5"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","5"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","21"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","17"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-148d-13a3-e055-000000000001","Laois","Number","12"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1490-13a3-e055-000000000001","Longford","Number","5"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1491-13a3-e055-000000000001","Louth","Number","20"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1494-13a3-e055-000000000001","Meath","Number","20"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","15"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","13"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","27"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","12"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","41"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","74"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","51"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","90"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","27"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","14"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","3"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","89"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","16"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","70"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","15"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","24"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","20"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","56"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","190","Emigrated","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","16"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","IE0","State","Number","798"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","6"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","4"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","2"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","3"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number",""
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","18"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","6"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-148d-13a3-e055-000000000001","Laois","Number","24"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1490-13a3-e055-000000000001","Longford","Number","22"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1491-13a3-e055-000000000001","Louth","Number","10"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1494-13a3-e055-000000000001","Meath","Number","16"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","7"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","6"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","20"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","5"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","33"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","83"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","59"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","31"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","23"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","6"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","3"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","55"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","27"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","73"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","64"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","17"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","52"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","84"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","200","New Build","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","39"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","IE0","State","Number","8874"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","92"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","740"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","157"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","172"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","127"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","224"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","151"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-148d-13a3-e055-000000000001","Laois","Number","161"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1490-13a3-e055-000000000001","Longford","Number","156"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1491-13a3-e055-000000000001","Louth","Number","190"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1494-13a3-e055-000000000001","Meath","Number","201"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","145"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","210"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","285"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","211"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","291"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","1091"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","548"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","532"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","411"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","245"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","127"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","319"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","119"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","436"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","244"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","288"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","277"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","604"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","210","Other reason / Not Stated","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","120"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","IE0","State","Number","47923"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","468"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","2732"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","639"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","600"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","434"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","880"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","857"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-148d-13a3-e055-000000000001","Laois","Number","776"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1490-13a3-e055-000000000001","Longford","Number","934"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1491-13a3-e055-000000000001","Louth","Number","876"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1494-13a3-e055-000000000001","Meath","Number","964"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","799"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","1006"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","1351"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","667"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","1814"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","4902"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","3105"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","2207"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","2242"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","1114"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1435-13a3-e055-000000000001","Galway City","Number","480"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-14a5-13a3-e055-000000000001","Galway County","Number","3258"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-148e-13a3-e055-000000000001","Leitrim","Number","1132"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1493-13a3-e055-000000000001","Mayo","Number","3910"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1497-13a3-e055-000000000001","Roscommon","Number","1950"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1498-13a3-e055-000000000001","Sligo","Number","1568"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-149d-13a3-e055-000000000001","Cavan","Number","1614"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-14a4-13a3-e055-000000000001","Donegal","Number","3581"
"F2035C01","Vacant Houses/Apartments in 2016 and  2022","2022","2022","-","Total vacancies","2ae19629-1495-13a3-e055-000000000001","Monaghan","Number","1063"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","IE0","State","Number","3554"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-1492-13a3-e055-000000000001","Carlow","Number","38"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-1433-13a3-e055-000000000001","Dublin City","Number","233"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire-Rathdown","Number","66"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-14a0-13a3-e055-000000000001","Fingal","Number","53"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-14a1-13a3-e055-000000000001","South Dublin","Number","25"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-14a7-13a3-e055-000000000001","Kildare","Number","53"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-14a8-13a3-e055-000000000001","Kilkenny","Number","56"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-148d-13a3-e055-000000000001","Laois","Number","48"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-1490-13a3-e055-000000000001","Longford","Number","70"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-1491-13a3-e055-000000000001","Louth","Number","84"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-1494-13a3-e055-000000000001","Meath","Number","55"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-1496-13a3-e055-000000000001","Offaly","Number","48"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-149b-13a3-e055-000000000001","Westmeath","Number","88"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-149c-13a3-e055-000000000001","Wexford","Number","107"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-149e-13a3-e055-000000000001","Wicklow","Number","40"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-14a2-13a3-e055-000000000001","Clare","Number","115"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-1451-13a3-e055-000000000001","Cork City and Cork County","Number","258"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-14a6-13a3-e055-000000000001","Kerry","Number","211"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-148f-13a3-e055-000000000001","Limerick City and County","Number","94"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-1499-13a3-e055-000000000001","Tipperary","Number","188"
"F2035C02","Vacant Houses/Apartments in 2011, 2016 and  2022","2022","2022","110","Rental Property","2ae19629-149a-13a3-e055-000000000001","Waterford City and County","Number","87"
